Sr.,Year,Institute,Program,Duration,Degree,Category,Pool,Opening,Closing
212,2022,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,416,698
213,2022,IIT-Bombay,Chemical Engineering,4 Years,B.Tech,SC,Female-Only,885,1343
214,2022,IIT-Bombay,Economics,4 Years,BSc,ST,Gender-Neutral,274,436
215,2022,IIT-Bombay,Economics,4 Years,BSc,ST,Female-Only,1102,1102
216,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,103,369
217,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN,Female-Only,1065,1341
218,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,38,38
219,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN-PWD,Female-Only,158,158
220,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,64,114
221,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,155,203
222,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,99,304
223,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,247,650
224,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,28,28
225,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,SC,Gender-Neutral,35,135
226,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,SC,Female-Only,61,534
227,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,ST,Gender-Neutral,28,102
228,2022,IIT-Bombay,Electrical Engineering,4 Years,B.Tech,ST,Female-Only,208,208
229,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,374,866
230,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,1379,1901
231,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,Gender-Neutral,114,114
232,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,Female-Only,82 - P,82 - P
233,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,117,228
234,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,273,445
235,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,351,542
236,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,843,1315
237,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL-PWD,Gender-Neutral,58,58
238,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,138,303
239,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,543,832
240,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,105,217
241,2022,IIT-Bombay,Electrical Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Female-Only,553,553
242,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1116,2381
243,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,GEN,Female-Only,3498,5022
244,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,118 - P,118 - P
245,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,582,651
246,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1825,1825
247,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1204,1710
248,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4336,5145
249,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,SC,Gender-Neutral,873,1045
250,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,SC,Female-Only,1567,1567
251,2022,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,SC-PWD,Gender-Neutral,1,1
252,2022,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,1,9
253,2022,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,11,55
254,2022,IIT-Bombay,Computer Science and Engineering,4 Years,B.Tech,ST-PWD,Gender-Neutral,2,2
255,2022,IIT-Bombay,Economics,4 Years,BSc,GEN,Gender-Neutral,1577,2107
256,2022,IIT-Bombay,Economics,4 Years,BSc,GEN,Female-Only,3238,4590
257,2022,IIT-Bombay,Economics,4 Years,BSc,GEN-PWD,Gender-Neutral,61,61
258,2022,IIT-Bombay,Economics,4 Years,BSc,GEN-EWS,Gender-Neutral,377,437
259,2022,IIT-Bombay,Economics,4 Years,BSc,GEN-EWS,Female-Only,674,674
260,2022,IIT-Bombay,Engineering Physics,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,60 - P,60 - P
261,2022,IIT-Bombay,Engineering Physics,4 Years,B.Tech,SC,Gender-Neutral,498,774
262,2022,IIT-Bombay,Engineering Physics,4 Years,B.Tech,SC,Female-Only,1606,1684
263,2022,IIT-Bombay,Engineering Physics,4 Years,B.Tech,ST,Gender-Neutral,322,615
264,2022,IIT-Bombay,Engineering Physics,4 Years,B.Tech,ST,Female-Only,308,308
265,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,3926,4736
266,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,8187,9590
267,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,Gender-Neutral,145 - P,145 - P
268,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,854,1001
269,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,1928,1928
270,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,2088,2680
271,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,5228,5508
272,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,SC,Female-Only,1871,2312
273,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,1095,1469
274,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,2454,2454
275,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,715,847
276,2022,IIT-Bombay,Environmental Science and Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Female-Only,1239,1239
277,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,141,1406
278,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,971,3036
279,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,35,81
280,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,175,328
281,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,556,958
282,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,357,836
283,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,1060,2465
284,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,33,70
285,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,142,369
286,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,625,1039
287,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,SC-PWD,Gender-Neutral,10 - P,10 - P
288,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,ST,Gender-Neutral,26,222
289,2022,IIT-Bombay,Mechanical Engineering,4 Years,B.Tech,ST,Female-Only,349,503
290,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,1409,1492
291,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,3531,4102
292,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),GEN-PWD,Gender-Neutral,168,168
293,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,410,411
294,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,883,991
295,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Female-Only,2992,3300
296,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,443,469
297,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,1349,1349
298,2022,IIT-Bombay,Mechanical Engineering and M.Tech. in Computer Integrated Manufacturing,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,292,303
299,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,GEN,Gender-Neutral,2476,3783
300,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,GEN,Female-Only,6625,8417
301,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,ST,Gender-Neutral,555,640
302,2022,IIT-Bombay,Energy Engineering,4 Years,B.Tech,ST,Female-Only,904,904
303,2022,IIT-Bombay,Engineering Physics,4 Years,B.Tech,GEN,Gender-Neutral,200,1452
304,2022,IIT-Bombay,Engineering Physics,4 Years,B.Tech,GEN,Female-Only,2113,3349
305,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,OBC-NCL,Female-Only,3797,5086
306,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,SC,Gender-Neutral,890,1066
307,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,ST,Gender-Neutral,406,602
308,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,ST,Female-Only,716,833
309,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,12757,15216
310,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,18277,22169
311,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Gender-Neutral,2246,2271
312,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),GEN-EWS,Female-Only,4097,4097
313,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),OBC-NCL,Gender-Neutral,4900,5410
314,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Gender-Neutral,2798,2917
315,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),SC,Female-Only,3915,3915
316,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),ST,Gender-Neutral,1433,1446
317,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,GEN,Gender-Neutral,10378,12801
318,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,GEN,Female-Only,17662,20745
319,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1913,2019
320,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3390,3390
321,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3730,4468
322,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,7402,8017
323,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,SC,Gender-Neutral,1995,2347
324,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,SC,Female-Only,3161,3161
325,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,ST,Gender-Neutral,813,864
326,2022,IIT-Mandi,Civil Engineering,4 Years,B.Tech,ST,Female-Only,1255,1255
327,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1846,3017
328,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,GEN,Female-Only,5239,5988
329,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Female-Only,139,139
330,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,419,462
331,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1087,1087
332,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS-PWD,Gender-Neutral,9,9
333,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,764,1212
334,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,2446,2572
335,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,59,59
336,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,447,636
337,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,1286,1309
338,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,263,310
339,2022,IIT-Mandi,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,307,307
340,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,GEN,Gender-Neutral,3604,3974
341,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,GEN,Female-Only,6307,6490
342,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,10 - P,10 - P
343,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,466,521
344,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1281,1281
345,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1239,1678
346,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,2623,2866
347,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,825,966
348,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,SC,Female-Only,1812,1812
349,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,479,505
350,2022,IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,ST,Female-Only,559,559
351,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,GEN-PWD,Gender-Neutral,169,60
352,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,GEN-EWS,Gender-Neutral,572,793
353,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,GEN-EWS,Female-Only,1471,1710
354,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1243,2075
355,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,OBC-NCL,Female-Only,3797,5086
356,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,SC,Gender-Neutral,890,1066
357,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,ST,Gender-Neutral,406,602
358,2022,IIT-Bombay,Metallurgical Engineering and Materials Science,4 Years,B.Tech,ST,Female-Only,716,833
359,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,12757,15216
360,2022,IIT-Mandi,Bio Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Female-Only,18277,22169
361,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN,Gender-Neutral,8818,11691
362,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN,Female-Only,19812,19876
363,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1865,1877
364,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN-EWS,Female-Only,3188,3188
365,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3963,4633
366,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,OBC-NCL,Female-Only,8533,9020
367,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,SC,Gender-Neutral,2241,2749
368,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,SC,Female-Only,3556,3556
369,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,ST,Gender-Neutral,1299,1311
370,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,7016,10038
371,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,13581,16438
372,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1376,1639
373,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2863,2863
374,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3509,3849
375,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5939,7634
376,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1633,2092
377,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,3157,3240
378,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,ST,Gender-Neutral,922,994
379,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,ST,Female-Only,1183,1183
380,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,2747,4797
381,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,GEN,Female-Only,4717,10103
382,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,850,937
383,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2308,2475
384,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2173,2631
385,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4554,5994
386,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,940,1601
387,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,SC,Female-Only,1822,2103
388,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,ST,Gender-Neutral,697,924
389,2022,IIT-Delhi,Biotechnology and Biochemical Engineering,4 Years,B.Tech,ST,Female-Only,1201,1201
390,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,1261,2343
391,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,GEN,Female-Only,3327,4570
392,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,44,44
393,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,444,511
394,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,957,1007
395,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,950,1215
396,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,2626,3931
397,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,228,680
398,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,SC,Female-Only,840,1016
399,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,ST,Gender-Neutral,518,565
400,2022,IIT-Delhi,Chemical Engineering,4 Years,B.Tech,ST,Female-Only,764,764
401,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,4618,6946
402,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,GEN,Female-Only,8217,11782
403,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,918,1195
404,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2034,2034
405,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1888,2742
406,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,3238,5828
407,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,SC,Gender-Neutral,969,1613
408,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,SC,Female-Only,2245,2323
409,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,ST,Gender-Neutral,718,844
410,2022,IIT-Mandi,Electrical Engineering,4 Years,B.Tech,ST,Female-Only,887,887
411,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN,Gender-Neutral,8818,11691
412,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN,Female-Only,19812,19876
413,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1865,1877
414,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,GEN-EWS,Female-Only,3188,3188
415,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3963,4633
416,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,OBC-NCL,Female-Only,8533,9020
417,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,SC,Gender-Neutral,2241,2749
418,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,SC,Female-Only,3556,3556
419,2022,IIT-Mandi,Engineering Physics,4 Years,B.Tech,ST,Gender-Neutral,1299,1311
420,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,7016,10038
421,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,13581,16438
422,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1376,1639
423,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2863,2863
424,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3509,3849
425,2022,IIT-Mandi,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,5939,7634
426,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,7,8
427,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,19,28
428,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,81,87
429,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS-PWD,Gender-Neutral,3,3
430,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,30,87
431,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,139,266
432,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,3,3
433,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Female-Only,19,19
434,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,16,34
435,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,55,130
436,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,SC-PWD,Gender-Neutral,2,2
437,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,10,18
438,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,58,92
439,2022,IIT-Delhi,Computer Science and Engineering,4 Years,B.Tech,ST-PWD,Gender-Neutral,4,4
440,2022,IIT-Delhi,Computer Science and Engineering,5 Years,B.Tech + M.Tech (IDD),GEN,Gender-Neutral,116,197
